Circle Number: 146682
------------------------------------------------------------
Angular: 220.62047094106674, First Return Dist: 12464272, First Return Amp: 5000, x: -9460.865398680759, y: -8114.807600801711
Angular: 347.95052871108055, First Return Dist: 12511272, First Return Amp: 5000, x: 12235.620121102747, y: -2611.8053736926136
Angular: 351.54170855879784, First Return Dist: 12511272, First Return Amp: 5000, x: 12375.189389387244, y: -1840.2756953188764
Angular: 355.1328884065151, First Return Dist: 12511272, First Return Amp: 5000, x: 12466.158383718885, y: -1061.5188222633471
Angular: 358.7240682542324, First Return Dist: 12511272, First Return Amp: 5000, x: 12508.169847500894, y: -278.5931155887961

Circle Number: 146730
------------------------------------------------------------
Angular: 178.2830461859703, First Return Dist: 12512272, First Return Amp: 5000, x: -12506.654466870827, y: 374.8928490702737
Angular: 181.87422603368756, First Return Dist: 12512272, First Return Amp: 5000, x: -12505.578301878724, y: -409.22113528513347
Angular: 185.46540588140488, First Return Dist: 12512272, First Return Amp: 5000, x: -12455.389795064086, y: -1191.7280121728245
Angular: 189.0565857291222, First Return Dist: 12512272, First Return Amp: 5000, x: -12356.286048475515, y: -1969.5546933846015
Angular: 192.64776557683945, First Return Dist: 12512272, First Return Amp: 5000, x: -12208.656265791633, y: -2739.6464709394013
Angular: 196.23894542455673, First Return Dist: 12512272, First Return Amp: 5000, x: -12013.080223826855, y: -3498.979013638708
Angular: 199.83012527227402, First Return Dist: 12512272, First Return Amp: 5000, x: -11770.325995611747, y: -4244.570244325133
Angular: 203.4213051199913, First Return Dist: 12512272, First Return Amp: 5000, x: -11481.346933989915, y: -4973.492051199482
Angular: 207.0124849677086, First Return Dist: 12512272, First Return Amp: 5000, x: -11147.277927577557, y: -5682.881787203233
Angular: 210.60366481542587, First Return Dist: 12512272, First Return Amp: 5000, x: -10769.430943789479, y: -6369.953512305536
Angular: 214.19484466314313, First Return Dist: 12512272, First Return Amp: 5000, x: -10349.289876435023, y: -7032.008934543779
Angular: 217.78602451086044, First Return Dist: 12512272, First Return Amp: 5000, x: -9888.50471811872, y: -7666.448006849575
Angular: 221.37720435857776, First Return Dist: 12512272, First Return Amp: 5000, x: -9388.885080332002, y: -8270.779138043956
Angular: 224.968384206295, First Return Dist: 12512272, First Return Amp: 5000, x: -8852.393086684026, y: -8842.628977900908
Angular: 228.5595640540123, First Return Dist: 12512272, First Return Amp: 5000, x: -8281.135667181625, y: -9379.751737850866
Angular: 232.15074390172958, First Return Dist: 12512272, First Return Amp: 5000, x: -7677.35628382056, y: -9880.038010719643
Angular: 235.74192374944687, First Return Dist: 12512272, First Return Amp: 5000, x: -7043.426119983569, y: -10341.523054865624
Angular: 239.33310359716415, First Return Dist: 12512272, First Return Amp: 5000, x: -6381.83476824658, y: -10762.394510181419
Angular: 242.92428344488144, First Return Dist: 12512272, First Return Amp: 5000, x: -5695.180453164188, y: -11140.999515657495
Angular: 246.5154632925987, First Return Dist: 12512272, First Return Amp: 5000, x: -4986.159827431878, y: -11475.851200555386
Angular: 250.106643140316, First Return Dist: 12512272, First Return Amp: 5000, x: -4257.557381497781, y: -11765.634523698149
Angular: 253.69782298803332, First Return Dist: 12512272, First Return Amp: 5000, x: -3512.2345082150423, y: -12009.211437945769
Angular: 257.2890028357506, First Return Dist: 12512272, First Return Amp: 5000, x: -2753.1182654803556, y: -12205.625359573447
Angular: 260.88018268346786, First Return Dist: 12512272, First Return Amp: 5000, x: -1983.1898809903398, y: -12354.104925000496
Angular: 264.47136253118515, First Return Dist: 12512272, First Return Amp: 5000, x: -1205.4730442606096, y: -12454.067020116161
Angular: 268.06254237890244, First Return Dist: 12512272, First Return Amp: 5000, x: -423.0220318871558, y: -12505.11907030565
Angular: 271.6537222266197, First Return Dist: 12512272, First Return Amp: 5000, x: 361.0902873149095, y: -12507.060582182803
Angular: 275.244902074337, First Return Dist: 12512272, First Return Amp: 5000, x: 1143.7845201885125, y: -12459.883930974685
Angular: 278.8360819220543, First Return Dist: 12512272, First Return Amp: 5000, x: 1921.9868427345157, y: -12363.774390465858
Angular: 282.4272617697716, First Return Dist: 12512272, First Return Amp: 5000, x: 2692.641071740154, y: -12219.10940538475
Angular: 286.01844161748886, First Return Dist: 12512272, First Return Amp: 5000, x: 3452.7206671280346, y: -12026.457109089564
Angular: 289.60962146520615, First Return Dist: 12512272, First Return Amp: 5000, x: 4199.240617889464, y: -11786.574092375246
Angular: 293.20080131292343, First Return Dist: 12512272, First Return Amp: 5000, x: 4929.269164923497, y: -11500.402432163772
Angular: 296.7919811606407, First Return Dist: 12512272, First Return Amp: 5000, x: 5639.939314743174, y: -11169.065991746951
Angular: 300.383161008358, First Return Dist: 12512272, First Return Amp: 5000, x: 6328.460098831995, y: -10793.866007111415
Angular: 303.9743408560753, First Return Dist: 12512272, First Return Amp: 5000, x: 6992.127534432545, y: -10376.275976679412
Angular: 307.5655207037926, First Return Dist: 12512272, First Return Amp: 5000, x: 7628.335243721497, y: -9917.935874534603
Angular: 311.15670055150986, First Return Dist: 12512272, First Return Amp: 5000, x: 8234.584689667263, y: -9420.645709858827
Angular: 314.74788039922714, First Return Dist: 12512272, First Return Amp: 5000, x: 8808.49498837145, y: -8886.358457873454
Angular: 318.3390602469444, First Return Dist: 12512272, First Return Amp: 5000, x: 9347.812259358872, y: -8317.172390047233
Angular: 321.9302400946617, First Return Dist: 12512272, First Return Amp: 5000, x: 9850.418477095325, y: -7715.322833691604
Angular: 325.521419942379, First Return Dist: 12512272, First Return Amp: 5000, x: 10314.339788971052, y: -7083.1733933056175
Angular: 329.1125997900963, First Return Dist: 12512272, First Return Amp: 5000, x: 10737.75426708335, y: -6423.206668146159
Angular: 332.70377963781357, First Return Dist: 12512272, First Return Amp: 5000, x: 11118.99906337516, y: -5738.014502477864
Angular: 336.29495948553085, First Return Dist: 12512272, First Return Amp: 5000, x: 11456.57694002977, y: -5030.287806792181
Angular: 339.88613933324814, First Return Dist: 12512272, First Return Amp: 5000, x: 11749.162149475189, y: -4302.805989970213
Angular: 343.4773191809654, First Return Dist: 12512272, First Return Amp: 5000, x: 11995.605640906118, y: -3558.426043891502
Angular: 347.0684990286827, First Return Dist: 12512272, First Return Amp: 5000, x: 12194.93957287621, y: -2800.0713233562146
Angular: 350.6596788764, First Return Dist: 12512272, First Return Amp: 5000, x: 12346.381114238638, y: -2030.7200653845616
Angular: 354.2508587241173, First Return Dist: 12512272, First Return Amp: 5000, x: 12449.335518507803, y: -1253.3936929807999
Angular: 357.84203857183456, First Return Dist: 12512272, First Return Amp: 5000, x: 12503.398459568383, y: -471.1449492958444

Circle Number: 146731
------------------------------------------------------------
Angular: 177.40101650357246, First Return Dist: 12513272, First Return Amp: 5000, x: -12500.400528499378, y: 567.4176355000519
Angular: 180.99219635128972, First Return Dist: 12513272, First Return Amp: 5000, x: -12511.395796151097, y: -216.6826666733295
Angular: 184.58337619900703, First Return Dist: 12513272, First Return Amp: 5000, x: -12473.25587531455, y: -999.9320051459061
Angular: 188.17455604672435, First Return Dist: 12513272, First Return Amp: 5000, x: -12386.13055041265, y: -1779.2543758885183
Angular: 191.7657358944416, First Return Dist: 12513272, First Return Amp: 5000, x: -12250.361983049985, y: -2551.5891969961845
Angular: 195.3569157421589, First Return Dist: 12513272, First Return Amp: 5000, x: -12066.483368263847, y: -3313.9033283117924
Angular: 198.94809558987617, First Return Dist: 12513272, First Return Amp: 5000, x: -11835.216840542162, y: -4063.202983279473
Angular: 202.53927543759346, First Return Dist: 12513272, First Return Amp: 5000, x: -11557.470637831819, y: -4796.545486247303
Angular: 206.13045528531075, First Return Dist: 12513272, First Return Amp: 5000, x: -11234.33553467504, y: -5511.050829045374
Angular: 209.72163513302803, First Return Dist: 12513272, First Return Amp: 5000, x: -10867.08055848167, y: -6203.912981454022
Angular: 213.3128149807453, First Return Dist: 12513272, First Return Amp: 5000, x: -10457.148005760633, y: -6872.410911143221
Angular: 216.9039948284626, First Return Dist: 12513272, First Return Amp: 5000, x: -10006.147777882934, y: -7513.9192698053685
Angular: 220.49517467617991, First Return Dist: 12513272, First Return Amp: 5000, x: -9515.851058621032, y: -8125.918703514389
Angular: 224.08635452389717, First Return Dist: 12513272, First Return Amp: 5000, x: -8988.183358294387, y: -8706.005746820058
Angular: 227.67753437161446, First Return Dist: 12513272, First Return Amp: 5000, x: -8425.21695183834, y: -9251.902261721096
Angular: 231.26871421933174, First Return Dist: 12513272, First Return Amp: 5000, x: -7829.162740494011, y: -9761.464384447874
Angular: 234.85989406704903, First Return Dist: 12513272, First Return Amp: 5000, x: -7202.361569080057, y: -10232.690944918775
Angular: 238.4510739147663, First Return Dist: 12513272, First Return Amp: 5000, x: -6547.275032945545, y: -10663.731325804863
Angular: 242.0422537624836, First Return Dist: 12513272, First Return Amp: 5000, x: -5866.475810707114, y: -11052.89273033862
Angular: 245.63343361020085, First Return Dist: 12513272, First Return Amp: 5000, x: -5162.637560736103, y: -11398.646830324238
Angular: 249.22461345791817, First Return Dist: 12513272, First Return Amp: 5000, x: -4438.524421074402, y: -11699.635768241254
Angular: 252.81579330563548, First Return Dist: 12513272, First Return Amp: 5000, x: -3696.9801540155113, y: -11954.677489869788
Angular: 256.40697315335274, First Return Dist: 12513272, First Return Amp: 5000, x: -2940.916977982406, y: -12162.770386494964
Angular: 259.99815300107, First Return Dist: 12513272, First Return Amp: 5000, x: -2173.304130562029, y: -12323.097228459492
Angular: 263.5893328487873, First Return Dist: 12513272, First Return Amp: 5000, x: -1397.1562076123328, y: -12435.028374616373
Angular: 267.1805126965046, First Return Dist: 12513272, First Return Amp: 5000, x: -615.5213242365388, y: -12498.124245077504
Angular: 270.7716925442219, First Return Dist: 12513272, First Return Amp: 5000, x: 168.5308558803759, y: -12512.137047547081
Angular: 274.36287239193916, First Return Dist: 12513272, First Return Amp: 5000, x: 951.921175761655, y: -12477.011750460146
Angular: 277.95405223965645, First Return Dist: 12513272, First Return Amp: 5000, x: 1731.5730777110557, y: -12392.886299104428
Angular: 281.54523208737373, First Return Dist: 12513272, First Return Amp: 5000, x: 2504.424685677224, y: -12260.09107387684
Angular: 285.136411935091, First Return Dist: 12513272, First Return Amp: 5000, x: 3267.4408299596944, y: -12079.14759280208
Angular: 288.7275917828083, First Return Dist: 12513272, First Return Amp: 5000, x: 4017.6249670328866, y: -11850.766463408938
Angular: 292.3187716305256, First Return Dist: 12513272, First Return Amp: 5000, x: 4752.030947675999, y: -11575.844592007685
Angular: 295.9099514782429, First Return Dist: 12513272, First Return Amp: 5000, x: 5467.774587192623, y: -11255.461661328449
Angular: 299.50113132596016, First Return Dist: 12513272, First Return Amp: 5000, x: 6162.044992281193, y: -10890.875890353644
Angular: 303.09231117367744, First Return Dist: 12513272, First Return Amp: 5000, x: 6832.115600072801, y: -10483.519092996678
Angular: 306.68349102139473, First Return Dist: 12513272, First Return Amp: 5000, x: 7475.354885983719, y: -10034.991055032551
Angular: 310.274670869112, First Return Dist: 12513272, First Return Amp: 5000, x: 8089.236698330219, y: -9547.053251363564
Angular: 313.8658507168293, First Return Dist: 12513272, First Return Amp: 5000, x: 8671.350179119258, y: -9021.62192829385
Angular: 317.4570305645466, First Return Dist: 12513272, First Return Amp: 5000, x: 9219.40923205383, y: -8460.760577980247
Angular: 321.04821041226387, First Return Dist: 12513272, First Return Amp: 5000, x: 9731.261500569768, y: -7866.671834614217
Angular: 324.63939025998116, First Return Dist: 12513272, First Return Amp: 5000, x: 10204.896820645294, y: -7241.688824160259
Angular: 328.23057010769844, First Return Dist: 12513272, First Return Amp: 5000, x: 10638.455115187026, y: -6588.266001622506
Angular: 331.8217499554157, First Return Dist: 12513272, First Return Amp: 5000, x: 11030.233698989405, y: -5908.969511823741
Angular: 335.412929803133, First Return Dist: 12513272, First Return Amp: 5000, x: 11378.693965579236, y: -5206.467111552198
Angular: 339.0041096508503, First Return Dist: 12513272, First Return Amp: 5000, x: 11682.467429684484, y: -4483.517692654419
Angular: 342.5952894985676, First Return Dist: 12513272, First Return Amp: 5000, x: 11940.361101597227, y: -3742.960447219267
Angular: 346.18646934628487, First Return Dist: 12513272, First Return Amp: 5000, x: 12151.3621723243, y: -2987.703717404066
Angular: 349.77764919400215, First Return Dist: 12513272, First Return Amp: 5000, x: 12314.641991125987, y: -2220.71357369215
Angular: 353.36882904171944, First Return Dist: 12513272, First Return Amp: 5000, x: 12429.559319822005, y: -1445.002166437809
Angular: 356.9600088894367, First Return Dist: 12513272, First Return Amp: 5000, x: 12495.66285108437, y: -663.6158964446743

Circle Number: 146732
------------------------------------------------------------
Angular: 176.51898682117462, First Return Dist: 12514272, First Return Amp: 5000, x: -12491.182843252614, y: 759.8387107903551
Angular: 180.11016666889188, First Return Dist: 12514272, First Return Amp: 5000, x: -12514.248867070639, y: -24.06206568913858
Angular: 183.7013465166092, First Return Dist: 12514272, First Return Amp: 5000, x: -12488.168497721104, y: -807.8683447878303
Angular: 187.2925263643265, First Return Dist: 12514272, First Return Amp: 5000, x: -12413.044158937115, y: -1588.5019352399734
Angular: 190.88370621204376, First Return Dist: 12514272, First Return Amp: 5000, x: -12289.170881633401, y: -2362.897105672979
Angular: 194.47488605976105, First Return Dist: 12514272, First Return Amp: 5000, x: -12117.035145250631, y: -3128.0126244542207
Angular: 198.06606590747833, First Return Dist: 12514272, First Return Amp: 5000, x: -11897.312967236465, y: -3880.8437033216164
Angular: 201.65724575519562, First Return Dist: 12514272, First Return Amp: 5000, x: -11630.867248166322, y: -4618.43379789253
Angular: 205.2484256029129, First Return Dist: 12514272, First Return Amp: 5000, x: -11318.74438293024, y: -5337.886218707657
Angular: 208.8396054506302, First Return Dist: 12514272, First Return Amp: 5000, x: -10962.170151294506, y: -6036.3755072105805
Angular: 212.43078529834744, First Return Dist: 12514272, First Return Amp: 5000, x: -10562.544903976737, y: -6711.158531986789
Angular: 216.02196514606476, First Return Dist: 12514272, First Return Amp: 5000, x: -10121.438063139845, y: -7359.585261684789
Angular: 219.61314499378207, First Return Dist: 12514272, First Return Amp: 5000, x: -9640.581958902807, y: -7979.109172311264
Angular: 223.20432484149933, First Return Dist: 12514272, First Return Amp: 5000, x: -9121.865026073576, y: -8567.297248028677
Angular: 226.7955046892166, First Return Dist: 12514272, First Return Amp: 5000, x: -8567.324387822233, y: -9121.839536179663
Angular: 230.3866845369339, First Return Dist: 12514272, First Return Amp: 5000, x: -7979.137855420118, y: -9640.55821901334
Angular: 233.97786438465118, First Return Dist: 12514272, First Return Amp: 5000, x: -7359.615375463648, y: -10121.416166486933
Angular: 237.56904423236847, First Return Dist: 12514272, First Return Amp: 5000, x: -6711.189958171774, y: -10562.52493655368
Angular: 241.16022408008575, First Return Dist: 12514272, First Return Amp: 5000, x: -6036.408122383683, y: -10962.152191518066
Angular: 244.751403927803, First Return Dist: 12514272, First Return Amp: 5000, x: -5337.919894781433, y: -11318.728501332675
Angular: 248.34258377552032, First Return Dist: 12514272, First Return Amp: 5000, x: -4618.468402613128, y: -11630.853507118389
Angular: 251.93376362323764, First Return Dist: 12514272, First Return Amp: 5000, x: -3880.879100788179, y: -11897.301420702493
Angular: 255.5249434709549, First Return Dist: 12514272, First Return Amp: 5000, x: -3128.0486756525875, y: -12117.025838576565
Angular: 259.1161233186722, First Return Dist: 12514272, First Return Amp: 5000, x: -2362.9336690216355, y: -12289.16385136873
Angular: 262.70730316638947, First Return Dist: 12514272, First Return Amp: 5000, x: -1588.5388671460548, y: -12413.039432691347
Angular: 266.29848301410675, First Return Dist: 12514272, First Return Amp: 5000, x: -807.905500211077, y: -12488.166094055312
Angular: 269.88966286182404, First Return Dist: 12514272, First Return Amp: 5000, x: -24.09929871148621, y: -12514.248795424583
Angular: 273.4808427095413, First Return Dist: 12514272, First Return Amp: 5000, x: 759.8015463917374, y: -12491.185103907663
Angular: 277.0720225572586, First Return Dist: 12514272, First Return Amp: 5000, x: 1540.7184724499525, y: -12419.065596035616
Angular: 280.6632024049759, First Return Dist: 12514272, First Return Amp: 5000, x: 2315.584635365151, y: -12298.173502046751
Angular: 284.2543822526932, First Return Dist: 12514272, First Return Amp: 5000, x: 3081.3569538066413, y: -12128.983593574998
Angular: 287.84556210041046, First Return Dist: 12514272, First Return Amp: 5000, x: 3835.0280601058785, y: -11912.160319110239
Angular: 291.43674194812775, First Return Dist: 12514272, First Return Amp: 5000, x: 4573.63811089529, y: -11648.555194553108
Angular: 295.02792179584503, First Return Dist: 12514272, First Return Amp: 5000, x: 5294.286411108082, y: -11339.203459112123
Angular: 298.6191016435623, First Return Dist: 12514272, First Return Amp: 5000, x: 5994.142805688674, y: -10985.32000967631
Angular: 302.2102814912796, First Return Dist: 12514272, First Return Amp: 5000, x: 6670.45879427606, y: -10588.29462962989
Angular: 305.8014613389969, First Return Dist: 12514272, First Return Amp: 5000, x: 7320.57832520995, y: -10149.68653084667
Angular: 309.3926411867142, First Return Dist: 12514272, First Return Amp: 5000, x: 7941.948226469183, y: -9671.218230298962
Angular: 312.98382103443146, First Return Dist: 12514272, First Return Amp: 5000, x: 8532.128232577663, y: -9154.768785329052
Angular: 316.57500088214874, First Return Dist: 12514272, First Return Amp: 5000, x: 9088.800568099723, y: -8602.366414149898
Angular: 320.166180729866, First Return Dist: 12514272, First Return Amp: 5000, x: 9609.77905008841, y: -8016.18053055605
Angular: 323.7573605775833, First Return Dist: 12514272, First Return Amp: 5000, x: 10093.017673739154, y: -7398.513224126391
Angular: 327.3485404253006, First Return Dist: 12514272, First Return Amp: 5000, x: 10536.61864753094, y: -6751.790219377915
Angular: 330.9397202730179, First Return Dist: 12514272, First Return Amp: 5000, x: 10938.839846299174, y: -6078.551349376056
Angular: 334.53090012073517, First Return Dist: 12514272, First Return Amp: 5000, x: 11298.101652970146, y: -5381.440581214034
Angular: 338.12207996845245, First Return Dist: 12514272, First Return Amp: 5000, x: 11612.993162088143, y: -4663.195632533345
Angular: 341.71325981616974, First Return Dist: 12514272, First Return Amp: 5000, x: 11882.277720772378, y: -3926.6372198638846
Angular: 345.304439663887, First Return Dist: 12514272, First Return Amp: 5000, x: 12104.897785343204, y: -3174.6579810079056
Angular: 348.8956195116043, First Return Dist: 12514272, First Return Amp: 5000, x: 12279.979074544375, y: -2410.2111149723446
Angular: 352.4867993593216, First Return Dist: 12514272, First Return Amp: 5000, x: 12406.834003050819, y: -1636.298784062983
Angular: 356.0779792070389, First Return Dist: 12514272, First Return Amp: 5000, x: 12484.964381777605, y: -855.9603236882912
Angular: 359.66915905475616, First Return Dist: 12514272, First Return Amp: 5000, x: 12514.06337438545, y: -72.26030617576956

Circle Number: 146733
------------------------------------------------------------
Angular: 175.63695713877678, First Return Dist: 12515272, First Return Amp: 5000, x: -12479.003122261987, y: 952.1104497691542
Angular: 179.22813698649406, First Return Dist: 12515272, First Return Amp: 5000, x: -12514.136364590287, y: 168.5950249058633
Angular: 182.81931683421135, First Return Dist: 12515272, First Return Amp: 5000, x: -12500.12365557468, y: -615.5825121998852
Angular: 186.41049668192866, First Return Dist: 12515272, First Return Amp: 5000, x: -12437.020026413113, y: -1397.3425122650274
Angular: 190.00167652964592, First Return Dist: 12515272, First Return Amp: 5000, x: -12325.073299871628, y: -2173.614820241958
Angular: 193.5928563773632, First Return Dist: 12515272, First Return Amp: 5000, x: -12164.723117026155, y: -2941.350832538258
Angular: 197.1840362250805, First Return Dist: 12515272, First Return Amp: 5000, x: -11956.599210688808, y: -3697.535469598604
Angular: 200.77521607279778, First Return Dist: 12515272, First Return Amp: 5000, x: -11701.518932299308, y: -4439.199016830048
Angular: 204.36639592051506, First Return Dist: 12515272, First Return Amp: 5000, x: -11400.48404199397, y: -5163.428787368415
Angular: 207.95757576823235, First Return Dist: 12515272, First Return Amp: 5000, x: -11054.676774458492, y: -5867.380560883363
Angular: 211.5487556159496, First Return Dist: 12515272, First Return Amp: 5000, x: -10665.4551960148, y: -6548.289753499376
Angular: 215.13993546366692, First Return Dist: 12515272, First Return Amp: 5000, x: -10234.347871175756, y: -7203.482274965646
Angular: 218.73111531138423, First Return Dist: 12515272, First Return Amp: 5000, x: -9763.047859613509, y: -7830.3850304362495
Angular: 222.3222951591015, First Return Dist: 12515272, First Return Amp: 5000, x: -9253.406067116666, y: -8426.53602561767
Angular: 225.91347500681877, First Return Dist: 12515272, First Return Amp: 5000, x: -8707.423976648746, y: -8989.594035598413
Angular: 229.50465485453606, First Return Dist: 12515272, First Return Amp: 5000, x: -8127.245788054701, y: -9517.347799388815
Angular: 233.09583470225334, First Return Dist: 12515272, First Return Amp: 5000, x: -7515.149997284775, y: -10007.72470406209
Angular: 236.68701454997063, First Return Dist: 12515272, First Return Amp: 5000, x: -6873.540448205991, y: -10458.798924391853
Angular: 240.2781943976879, First Return Dist: 12515272, First Return Amp: 5000, x: -6204.936892142923, y: -10868.798986019925
Angular: 243.86937424540517, First Return Dist: 12515272, First Return Amp: 5000, x: -5511.965092222769, y: -11236.114722451957
Angular: 247.46055409312248, First Return Dist: 12515272, First Return Amp: 5000, x: -4797.346511387037, y: -11559.303598559327
Angular: 251.0517339408398, First Return Dist: 12515272, First Return Amp: 5000, x: -4063.887624567786, y: -11837.096375753168
Angular: 254.64291378855705, First Return Dist: 12515272, First Return Amp: 5000, x: -3314.4688970016236, y: -12068.402096582333
Angular: 258.23409363627434, First Return Dist: 12515272, First Return Amp: 5000, x: -2552.03347196651, y: -12252.312369179403
Angular: 261.8252734839916, First Return Dist: 12515272, First Return Amp: 5000, x: -1779.5756123672197, y: -12388.104934728792
Angular: 265.4164533317089, First Return Dist: 12515272, First Return Amp: 5000, x: -1000.1289415619337, y: -12475.246503946693
Angular: 269.0076331794262, First Return Dist: 12515272, First Return Amp: 5000, x: -216.75452961114468, y: -12513.394851433284
Angular: 272.5988130271435, First Return Dist: 12515272, First Return Amp: 5000, x: 567.4711282630823, y: -12502.400159672216
Angular: 276.18999287486076, First Return Dist: 12515272, First Return Amp: 5000, x: 1349.4681937961336, y: -12442.305607399161
Angular: 279.78117272257805, First Return Dist: 12515272, First Return Amp: 5000, x: 2126.165580928675, y: -12333.3472000288
Angular: 283.37235257029533, First Return Dist: 12515272, First Return Amp: 5000, x: 2894.5130166826234, y: -12175.952842806139
Angular: 286.9635324180126, First Return Dist: 12515272, First Return Amp: 5000, x: 3651.4930202991973, y: -11970.740660322163
Angular: 290.5547122657299, First Return Dist: 12515272, First Return Amp: 5000, x: 4394.132753594288, y: -11718.516568993444
Angular: 294.1458921134472, First Return Dist: 12515272, First Return Amp: 5000, x: 5119.515695991858, y: -11420.271112039198
Angular: 297.7370719611645, First Return Dist: 12515272, First Return Amp: 5000, x: 5824.793098384963, y: -11077.175569385498
Angular: 301.32825180888176, First Return Dist: 12515272, First Return Amp: 5000, x: 6507.195170842269, y: -10690.577357774044
Angular: 304.91943165659904, First Return Dist: 12515272, First Return Amp: 5000, x: 7164.041960223348, y: -10261.994739140302
Angular: 308.51061150431633, First Return Dist: 12515272, First Return Amp: 5000, x: 7792.753874983832, y: -9793.110858042426
Angular: 312.1017913520336, First Return Dist: 12515272, First Return Amp: 5000, x: 8390.861815836963, y: -9285.767131557479
Angular: 315.6929711997509, First Return Dist: 12515272, First Return Amp: 5000, x: 8956.016872486158, y: -8741.956017604256
Angular: 319.2841510474682, First Return Dist: 12515272, First Return Amp: 5000, x: 9485.999548347185, y: -8163.813190093279
Angular: 322.87533089518547, First Return Dist: 12515272, First Return Amp: 5000, x: 9978.728477032288, y: -7553.609151633997
Angular: 326.46651074290276, First Return Dist: 12515272, First Return Amp: 5000, x: 10432.268596364642, y: -6913.740316737973
Angular: 330.05769059062004, First Return Dist: 12515272, First Return Amp: 5000, x: 10844.838747821766, y: -6246.719600536559
Angular: 333.6488704383373, First Return Dist: 12515272, First Return Amp: 5000, x: 11214.818671563211, y: -5555.166549973207
Angular: 337.2400502860546, First Return Dist: 12515272, First Return Amp: 5000, x: 11540.755369571312, y: -4841.797056227672
Angular: 340.8312301337719, First Return Dist: 12515272, First Return Amp: 5000, x: 11821.368811915545, y: -4109.412688773721
Angular: 344.4224099814892, First Return Dist: 12515272, First Return Amp: 5000, x: 12055.556963730523, y: -3360.8896929581715
Angular: 348.01358982920647, First Return Dist: 12515272, First Return Amp: 5000, x: 12242.400113165659, y: -2599.167694310133
Angular: 351.60476967692375, First Return Dist: 12515272, First Return Amp: 5000, x: 12381.1644833095, y: -1827.238153941463
Angular: 355.19594952464104, First Return Dist: 12515272, First Return Amp: 5000, x: 12471.305113903929, y: -1048.1326203767069
Angular: 358.7871293723583, First Return Dist: 12515272, First Return Amp: 5000, x: 12512.468001531031, y: -264.9108239503044

Circle Number: 146734
------------------------------------------------------------
Angular: 174.75492745637894, First Return Dist: 12516272, First Return Amp: 5000, x: -12463.863779046571, y: 1144.1872553716682
Angular: 178.34610730409622, First Return Dist: 12516272, First Return Amp: 5000, x: -12511.05784143193, y: 361.24294640678613
Angular: 181.9372871518135, First Return Dist: 12516272, First Return Amp: 5000, x: -12509.118042556542, y: -423.120048414656
Angular: 185.52846699953082, First Return Dist: 12516272, First Return Amp: 5000, x: -12458.05200046598, y: -1205.8213514735894
Angular: 189.11964684724808, First Return Dist: 12516272, First Return Amp: 5000, x: -12358.06026349589, y: -1983.787111004577
Angular: 192.71082669496536, First Return Dist: 12516272, First Return Amp: 5000, x: -12209.535522671582, y: -2753.962072833388
Angular: 196.30200654268265, First Return Dist: 12516272, First Return Amp: 5000, x: -12013.061069518199, y: -3513.3215790773074
Angular: 199.89318639039993, First Return Dist: 12516272, First Return Amp: 5000, x: -11769.408505337951, y: -4258.883446686782
Angular: 203.48436623811722, First Return Dist: 12516272, First Return Amp: 5000, x: -11479.534710950673, y: -4987.719679178316
Angular: 207.0755460858345, First Return Dist: 12516272, First Return Amp: 5000, x: -11144.57808879819, y: -5696.967965564076
Angular: 210.66672593355176, First Return Dist: 12516272, First Return Amp: 5000, x: -10765.854092170695, y: -6383.842921319065
Angular: 214.25790578126907, First Return Dist: 12516272, First Return Amp: 5000, x: -10344.850059112823, y: -7045.647027240111
Angular: 217.8490856289864, First Return Dist: 12516272, First Return Amp: 5000, x: -9883.219371298035, y: -7679.781223236977
Angular: 221.44026547670364, First Return Dist: 12516272, First Return Amp: 5000, x: -9382.774960810604, y: -8283.75511545154
Angular: 225.03144532442093, First Return Dist: 12516272, First Return Amp: 5000, x: -8845.482190335686, y: -8855.196756619145
Angular: 228.6226251721382, First Return Dist: 12516272, First Return Amp: 5000, x: -8273.45113471872, y: -9391.86196126229
Angular: 232.2138050198555, First Return Dist: 12516272, First Return Amp: 5000, x: -7668.928294206104, y: -9891.643119133902
Angular: 235.80498486757278, First Return Dist: 12516272, First Return Amp: 5000, x: -7034.2877719113485, y: -10352.577472297538
Angular: 239.39616471529007, First Return Dist: 12516272, First Return Amp: 5000, x: -6372.021950154809, y: -10772.854823338579
Angular: 242.98734456300733, First Return Dist: 12516272, First Return Amp: 5000, x: -5684.7317022931975, y: -11150.824644434451
Angular: 246.57852441072464, First Return Dist: 12516272, First Return Amp: 5000, x: -4975.116178479275, y: -11485.002559364875
Angular: 250.16970425844195, First Return Dist: 12516272, First Return Amp: 5000, x: -4245.962205465648, y: -11774.076173005733
Angular: 253.7608841061592, First Return Dist: 12516272, First Return Amp: 5000, x: -3500.1333420817823, y: -12016.910225412828
Angular: 257.3520639538765, First Return Dist: 12516272, First Return Amp: 5000, x: -2740.5586333662322, y: -12212.551050254235
Angular: 260.9432438015938, First Return Dist: 12516272, First Return Amp: 5000, x: -1970.2211075191976, y: -12360.230320081815
Angular: 264.53442364931107, First Return Dist: 12516272, First Return Amp: 5000, x: -1192.146060850441, y: -12459.36806373352
Angular: 268.12560349702835, First Return Dist: 12516272, First Return Amp: 5000, x: -409.38917673047763, y: -12509.574944016282
